Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Vasudevan, S., Prabhune, A.A.","57195736622; 6603062865","Photophysical studies on curcumin-sophorolipid nanostructures: Applications in quorum quenching and imaging",2018,"Royal Society Open Science",5,"2", 170865,,,,,10.1098/rsos.170865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043536692&partnerID=40&md5=baa8211b906d176d04ddc7a5efc3c045",Article,Final,Open Access,Scopus,2-s2.0-85043536692
"Cardoso, G.C., Hu, Y., Francis, C.D.","16548956600; 55794313300; 27867753600","The comparative evidence for urban species sorting by anthropogenic noise",2018,"Royal Society Open Science",5,"2", 172059,,,,1,10.1098/rsos.172059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043534858&partnerID=40&md5=0cf97dd9523f7e4e614c361775b31f99",Article,Final,Open Access,Scopus,2-s2.0-85043534858
"Zhao, C., Wang, X., Yang, F., Gao, L., Wang, Y.","57195733351; 57195741315; 57195736164; 57195736696; 57208313736","A simple route to a novel acid-sensitive 20(S)-O-linked camptothecin norcantharidin acid ester derivative",2018,"Royal Society Open Science",5,"2", 170842,,,,,10.1098/rsos.170842,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043534243&partnerID=40&md5=6cdc4c43df6a355c4d59df664ab523c4",Article,Final,Open Access,Scopus,2-s2.0-85043534243
"Maldonado, S., Borthwick, A.G.L.","57191244082; 57203048697","Quasi-two-layer morphodynamic model for bedload-dominated problems: Bed slope-induced morphological diffusion",2018,"Royal Society Open Science",5,"2", 172018,,,,,10.1098/rsos.172018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043533719&partnerID=40&md5=7a7d3fd2680dc8f96939b59b9d11a7fd",Article,Final,Open Access,Scopus,2-s2.0-85043533719
"Bilal, S., Michael, E.","55633930700; 57209047369","Effects of complexity and seasonality on backward bifurcation in vector–host models",2018,"Royal Society Open Science",5,"2", 171971,,,,,10.1098/rsos.171971,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043532786&partnerID=40&md5=ea969fbc255041f9e7cc4bb4211a8ee6",Article,Final,Open Access,Scopus,2-s2.0-85043532786
"Nagel, R., Kirschbaum, F., Engelmann, J., Hofmann, V., Pawelzik, F., Tiedemann, R.","57193407485; 7003883742; 6701696420; 55324745700; 57201136333; 57201455802","Male-mediated species recognition among african weakly electric fishes",2018,"Royal Society Open Science",5,"2", 170443,,,,2,10.1098/rsos.170443,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043531633&partnerID=40&md5=7962d34f393a7b34127fe7547fa343a4",Article,Final,Open Access,Scopus,2-s2.0-85043531633
"Allen, L., Sanders, K.L., Thomson, V.A.","56246783500; 12766785600; 25960480600","Molecular evidence for the first records of facultative parthenogenesis in elapid snakes",2018,"Royal Society Open Science",5,"2", 171901,,,,2,10.1098/rsos.171901,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043530959&partnerID=40&md5=8df0a46487e47dc4d1e053ac3c149c6a",Article,Final,Open Access,Scopus,2-s2.0-85043530959
"Elahi, F.E., Hasan, A.","57201130402; 37057311800","A method for estimating hill function-based dynamic models of gene regulatory networks",2018,"Royal Society Open Science",5,"2", 171226,,,,1,10.1098/rsos.171226,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043530378&partnerID=40&md5=1d8a37f380e5070469ad97f9894f0641",Article,Final,Open Access,Scopus,2-s2.0-85043530378
"Eskew, E.A., Shock, B.C., Ladouceur, E.E.B., Keel, K., Miller, M.R., Foley, J.E., Todd, B.D.","24477111600; 32467515100; 55603692900; 7006645108; 55574242516; 7402872921; 13608844700","Gene expression differs in susceptible and resistant amphibians exposed to batrachochytrium dendrobatidis",2018,"Royal Society Open Science",5,"2", 170910,,,,3,10.1098/rsos.170910,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043530357&partnerID=40&md5=50822f279a323b614a7eaea50de34e45",Article,Final,Open Access,Scopus,2-s2.0-85043530357
"Webb, A.L.M., Hibbard, P.B., O’Gorman, R.","57201132140; 7003458982; 23492868700","Natural variation in female reproductive hormones does not affect contrast sensitivity",2018,"Royal Society Open Science",5,"2", 171566,,,,1,10.1098/rsos.171566,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043529801&partnerID=40&md5=ac088b1807f28aae81a147a0a01aa851",Article,Final,Open Access,Scopus,2-s2.0-85043529801
"Barnett, J.B., Cuthill, I.C., Scott-Samuel, N.E.","37086897100; 7005944583; 6602806585","Distance-dependent aposematism and camouflage in the cinnabar moth caterpillar (Tyria jacobaeae, erebidae)",2018,"Royal Society Open Science",5,"2", 171396,,,,3,10.1098/rsos.171396,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043529198&partnerID=40&md5=0802b269d8d68607abacd35e26975e99",Article,Final,Open Access,Scopus,2-s2.0-85043529198
"Lanjekar, R.D., Deshmukh, D.","56951094000; 7007133442","Experimental and numerical investigations on spray characteristics of fatty acid methyl esters",2018,"Royal Society Open Science",5,"2", 171121,,,,,10.1098/rsos.171121,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043528850&partnerID=40&md5=e56f172e72b356515c26a99d9bf2ec88",Article,Final,Open Access,Scopus,2-s2.0-85043528850
"Makinistian, L., Belyaev, I.","14039263600; 56273975400","Magnetic field inhomogeneities due to co<inf>2</inf> incubator shelves: A source of experimental confounding and variability?",2018,"Royal Society Open Science",5,"2", 172095,,,,4,10.1098/rsos.172095,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043528396&partnerID=40&md5=623abbb42e0c06b105260cf162bc3f12",Article,Final,Open Access,Scopus,2-s2.0-85043528396
"Thomas, M.G., Ji, T., Wu, J., He, Q., Tao, Y., Mace, R.","55472121700; 35237036200; 55745530300; 41361274700; 7402419777; 7005945282","Kinship underlies costly cooperation in mosuo villages",2018,"Royal Society Open Science",5,"2", 171535,,,,6,10.1098/rsos.171535,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043528335&partnerID=40&md5=bf8e5646d5bdbf83860fa2de260627dc",Article,Final,Open Access,Scopus,2-s2.0-85043528335
"Thomas, M.G., Bårdsen, B.-J., Næss, M.W.","57206961240; 12801818300; 26428334300","The narrow gap between norms and cooperative behaviour in a reindeer herding community",2018,"Royal Society Open Science",5,"2", 171221,,,,1,10.1098/rsos.171221,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043527880&partnerID=40&md5=56871b1c49576ed3512c1c5938ec28c4",Article,Final,Open Access,Scopus,2-s2.0-85043527880
"Michiels, N.K., Seeburger, V.C., Kalb, N., Meadows, M.G., Anthes, N., Mailli, A.A., Jack, C.B.","7003545222; 57201128890; 56532531200; 57208363354; 6602304802; 57201127492; 57201135172","Controlled iris radiance in a diurnal fish looking at prey",2018,"Royal Society Open Science",5,"2", 170838,,,,2,10.1098/rsos.170838,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043526873&partnerID=40&md5=7f5e4c54cb13cddc795b41e9e4bc5b88",Article,Final,Open Access,Scopus,2-s2.0-85043526873
"Hargrove, J.W., Muzari, M.O., English, S.","7004979791; 35387010600; 24464351400","How maternal investment varies with environmental factors and the age and physiological state of wild tsetse glossina pallidipes and glossina morsitans morsitans",2018,"Royal Society Open Science",5,"2", 171739,,,,5,10.1098/rsos.171739,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043523962&partnerID=40&md5=2a60527beee0b8e18224fa61d354224b",Article,Final,Open Access,Scopus,2-s2.0-85043523962
"Cholewiak, D.M., Cerchio, S., Jacobsen, J.K., Urbán-R., J., Clark, C.W.","8645791600; 6603658801; 7202610077; 56757034400; 57198558387","Songbird dynamics under the sea: Acoustic interactions between humpback whales suggest song mediates male interactions",2018,"Royal Society Open Science",5,"2", 171298,,,,8,10.1098/rsos.171298,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043523742&partnerID=40&md5=f1b5052b0773c66db7c02713d15cdbc9",Article,Final,Open Access,Scopus,2-s2.0-85043523742
"Rivera-Cáceres, K.D., Quirós-Guerrero, E., Araya-Salas, M., Templeton, C.N., Searcy, W.A.","53464015800; 53464088400; 55237954100; 8645491000; 7003791593","Early development of vocal interaction rules in a duetting songbird",2018,"Royal Society Open Science",5,"2", 171791,,,,4,10.1098/rsos.171791,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043523699&partnerID=40&md5=82def7899827300a1af4ecb48314f46d",Article,Final,Open Access,Scopus,2-s2.0-85043523699
"Allen, C., Singh, K.D., Verbruggen, F., Chambers, C.D.","55178179900; 26421453700; 6603439034; 7101706206","Evidence for parallel activation of the pre-supplementary motor area and inferior frontal cortex during response inhibition: A combined MEG and TMS study",2018,"Royal Society Open Science",5,"2", 171369,,,,8,10.1098/rsos.171369,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043523671&partnerID=40&md5=16dd19a812555c85a1f2e7b2706f7e02",Article,Final,Open Access,Scopus,2-s2.0-85043523671
"Sun, Z., Cai, L., Ni, H., Lu, G.-M., Yu, J.-G.","34769018800; 57195462724; 56902201300; 7403459827; 8342065400","Coupled electro-thermal field in a high current electrolysis cell or liquid metal batteries",2018,"Royal Society Open Science",5,"2", 171309,,,,,10.1098/rsos.171309,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043523478&partnerID=40&md5=083430a214d750eee34f26a9d81d0a65",Article,Final,Open Access,Scopus,2-s2.0-85043523478
"Ma, L., Wei, Q., Chen, Y., Song, Q., Sun, C., Wang, Z., Wu, G.","57192387072; 56668228700; 57207351797; 57210549693; 56924030700; 56021249100; 55483766000","Removal of cadmiumfrom aqueous solutions using industrial coal fly ash-nZVI",2018,"Royal Society Open Science",5,"2", 171051,,,,3,10.1098/rsos.171051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043521845&partnerID=40&md5=9b3ef55f0b2c4678ae7566f0a6fae035",Article,Final,Open Access,Scopus,2-s2.0-85043521845
"Fushing, H., Roy, T.","7801444951; 57201130963","Complexity of possibly gapped histogram and analysis of histogram",2018,"Royal Society Open Science",5,"2", 171026,,,,2,10.1098/rsos.171026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043521421&partnerID=40&md5=7a1fd334f237acde722013aca91f0034",Article,Final,Open Access,Scopus,2-s2.0-85043521421
"Li, J., Fei, Z.-Y., Xu, Y.-F., Wang, J., Fan, B.-F., Ma, X.-J., Wang, G.","57199423951; 57201134504; 57199421186; 56526125200; 25823721400; 57193322977; 56438169700","Study on the optimization of the deposition rate of planetary GAN-MOCVD films based on CFD simulation and the corresponding surface model",2018,"Royal Society Open Science",5,"2", 171757,,,,3,10.1098/rsos.171757,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043521321&partnerID=40&md5=24d9863111041b6f4c935a9128889e06",Article,Final,Open Access,Scopus,2-s2.0-85043521321
"Djenouhat, M., Bendebane, F., Bahloul, L., Samar, M.E.H., Ismail, F.","24079582400; 25932079600; 56786356100; 9532974200; 12794459900","Optimization of methylene blue removal by stable emulsified liquid membrane using plackett–burman and box–behnken designs of experiments",2018,"Royal Society Open Science",5,"2", 171220,,,,1,10.1098/rsos.171220,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043519961&partnerID=40&md5=0e0da6b7d41c989d7d6403f0773eb75a",Article,Final,Open Access,Scopus,2-s2.0-85043519961
"Gnapareddy, B., Dugasani, S.R., Son, J., Park, S.H.","55913843800; 55588704600; 55791651500; 55717146300","Topological, chemical and electro-optical characteristics of riboflavin-doped artificial and natural DNA thin films",2018,"Royal Society Open Science",5,"2", 171179,,,,1,10.1098/rsos.171179,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043517989&partnerID=40&md5=9cc757b14a33c91ad4977f1fe85813e5",Article,Final,Open Access,Scopus,2-s2.0-85043517989
"Hasegawa, E., Watanabe, S., Murakami, Y., Ito, F.","7102300980; 56446050900; 57194773592; 56187707000","Adaptive phenotypic variation among clonal ant workers",2018,"Royal Society Open Science",5,"2", 170816,,,,3,10.1098/rsos.170816,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043517355&partnerID=40&md5=787be4d87f3fccbd0b3f186f3b030aeb",Article,Final,Open Access,Scopus,2-s2.0-85043517355
"Baronchelli, A.","12345596800","The emergence of consensus: A primer",2018,"Royal Society Open Science",5,"2", 172189,,,,16,10.1098/rsos.172189,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043516411&partnerID=40&md5=d52032255392ebcc5fa9e1383d48c10d",Review,Final,Open Access,Scopus,2-s2.0-85043516411
"Rahal, A., Borchani, S.M., Guidara, K., Megdiche, M.","57195273538; 57196478728; 55951550500; 55773153300","Electrical, dielectric properties and study of ac electrical conduction mechanism of li<inf>0.9 □0.1</inf> niv<inf>0.5</inf> p<inf>0.5</inf> o<inf>4</inf>",2018,"Royal Society Open Science",5,"2", 171472,,,,3,10.1098/rsos.171472,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043516164&partnerID=40&md5=74ed60f829ff8692e9ce654be88291d5",Article,Final,Open Access,Scopus,2-s2.0-85043516164
"Echeverri, M., Alvarez-Valdés, A., Navas, F., Perles, J., Sánchez-Pérez, I., Quiroga, A.G.","57203992073; 6505926926; 56798056500; 6507174978; 6603207093; 6603944369","Using phosphine ligands with a biological role to modulate reactivity in novel platinum complexes",2018,"Royal Society Open Science",5,"2", 171340,,,,2,10.1098/rsos.171340,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043514699&partnerID=40&md5=15656c12026d8d6c7c344621fdbadca8",Article,Final,Open Access,Scopus,2-s2.0-85043514699
[No author name available],[No author name available],"Correction: Smoking status and attractiveness among exemplar and prototypical identical twins discordant for smoking (R. Soc. open sci., (2017) 4, 161076, 10.1098/rsos.161076)",2018,"Royal Society Open Science",5,"2", 172231,,,,,10.1098/rsos.172231,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043513796&partnerID=40&md5=438f4e115ea090c2ee3884eb79bff915",Erratum,Final,Open Access,Scopus,2-s2.0-85043513796
"Guindre-Parker, S., Rubenstein, D.R.","36623594400; 7006695872","Multiple benefits of alloparental care in a fluctuating environment",2018,"Royal Society Open Science",5,"2", 172406,,,,4,10.1098/rsos.172406,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043513792&partnerID=40&md5=ad8d2e6ed83ecb28389a7a3fc8e20cde",Article,Final,Open Access,Scopus,2-s2.0-85043513792
"Cook, N., Boulton, R.A., Green, J., Trivedi, U., Tauber, E., Pannebakker, B.A., Ritchie, M.G., Shuker, D.M.","55190151400; 55969654200; 55754294400; 34972174300; 7003959043; 15760627900; 7102927080; 7006406325","Differential gene expression is not required for facultative sex allocation: A transcriptome analysis of brain tissue in the parasitoid wasp nasonia vitripennis",2018,"Royal Society Open Science",5,"2", 171718,,,,,10.1098/rsos.171718,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043512791&partnerID=40&md5=a3241b5faade1c91b6a972784635603a",Article,Final,Open Access,Scopus,2-s2.0-85043512791
"Achache, Y., Sapir, N., Elimelech, Y.","57195469373; 6602393983; 36647185100","Hovering hummingbird wing aerodynamics during the annual cycle. Ii. implications of wing feather moult",2018,"Royal Society Open Science",5,"2", 171766,,,,2,10.1098/rsos.171766,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043509701&partnerID=40&md5=e428093681887cccf4c4019f389e5da9",Article,Final,Open Access,Scopus,2-s2.0-85043509701
"Cheng, L., Ge, X., Huang, L.","57201127619; 34879733100; 14828952500","Direct amidation of non-activated phenylacetic acid and benzylamine derivatives catalysed by nicl<inf>2</inf>",2018,"Royal Society Open Science",5,"2", 171870,,,,,10.1098/rsos.171870,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043509556&partnerID=40&md5=72721b263dd7ad4b3b7fd2118f22f3ad",Article,Final,Open Access,Scopus,2-s2.0-85043509556
"Mohebat, R., Bidoki, M.Z.","23994225900; 57201136008","Comparative chemical analysis of volatile compounds of echinops ilicifolius using hydrodistillation and headspace solid-phase microextraction and the antibacterial activities of its essential oil",2018,"Royal Society Open Science",5,"2", 171424,,,,,10.1098/rsos.171424,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043509478&partnerID=40&md5=dab0eed19a46c8f9627321c96151ec09",Article,Final,Open Access,Scopus,2-s2.0-85043509478
"Jia, M., Jiang, L., Niu, F., Zhang, Y., Sun, X.","57201128132; 57193091589; 56468877800; 57201129272; 55727866100","A novel and highly efficient esterification process using triphenylphosphine oxide with oxalyl chloride",2018,"Royal Society Open Science",5,"2", 171988,,,,3,10.1098/rsos.171988,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043508960&partnerID=40&md5=e111be983d952845c320b84d85067003",Article,Final,Open Access,Scopus,2-s2.0-85043508960
"Suleiman, R.","7004051614","On gamesmen and fair men: Explaining fairness in non-cooperative bargaining games",2018,"Royal Society Open Science",5,"2", 171709,,,,1,10.1098/rsos.171709,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043508903&partnerID=40&md5=c30046cd3fc5344e335be4cf1b1b0323",Article,Final,Open Access,Scopus,2-s2.0-85043508903
"Izquierdo, S.S., Izquierdo, L.R., López-Pintado, D.","15050528600; 26632104800; 6505998706","Mixing and diffusion in a two-type population",2018,"Royal Society Open Science",5,"2", 172102,,,,1,10.1098/rsos.172102,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043507600&partnerID=40&md5=0942af939212962955af008ff6a0dae8",Article,Final,Open Access,Scopus,2-s2.0-85043507600
"Li, N., Wei, D., Sun, Q., Han, X., Du, B., Wei, Q.","56525703800; 55701221600; 57201132996; 57194286909; 56364480400; 7201692981","Fluorescent component and complexation mechanism of extracellular polymeric substances during dye wastewater biotreatment by anaerobic granular sludge",2018,"Royal Society Open Science",5,"2", 171445,,,,,10.1098/rsos.171445,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043507262&partnerID=40&md5=7d64b16f5bf118d718b675b9a193db27",Article,Final,Open Access,Scopus,2-s2.0-85043507262
"Karlson, A.M.L., Reutgard, M., Garbaras, A., Gorokhova, E.","17135214900; 54973748800; 36008594300; 7003487564","Isotopic niche reflects stress-induced variability in physiological status",2018,"Royal Society Open Science",5,"2", 171398,,,,5,10.1098/rsos.171398,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043507212&partnerID=40&md5=347c43d55ecce0160ceb7c0ba08103b1",Article,Final,Open Access,Scopus,2-s2.0-85043507212
"Xu, L., Lu, Y., Liu, Q.","56193203500; 57201127140; 57020160500","Integrating viscoelastic mass spring dampers into position-based dynamics to simulate soft tissue deformation in real time",2018,"Royal Society Open Science",5,"2", 171587,,,,1,10.1098/rsos.171587,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043507103&partnerID=40&md5=f55251ff761dca3e10c5b62a8103911c",Article,Final,Open Access,Scopus,2-s2.0-85043507103
"Chen, X., Feng, Y., Huo, Y., Tan, W.","57191899108; 57190729907; 8565069900; 7401960029","Effects of rogue ryanodine receptors on ca<sup>2+</sup> sparks in cardiac myocytes",2018,"Royal Society Open Science",5,"2", 171462,,,,1,10.1098/rsos.171462,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043504911&partnerID=40&md5=2ed2d4f87de7518c15b370afa87eb409",Article,Final,Open Access,Scopus,2-s2.0-85043504911
"Miyazawa, T., Kamiyoshihara, R., Shimizu, N., Harigae, T., Otoki, Y., Ito, J., Kato, S., Miyazawa, T., Nakagawa, K.","36197142000; 57201133416; 57193449427; 57003548000; 56585890700; 42961557100; 37047265700; 7201392612; 7403512715","Amadori-glycated phosphatidylethanolamine enhances the physical stability and selective targeting ability of liposomes",2018,"Royal Society Open Science",5,"2", 171249,,,,2,10.1098/rsos.171249,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043504077&partnerID=40&md5=b99676b2a960a78ff75643dfdde5ec33",Article,Final,Open Access,Scopus,2-s2.0-85043504077
"Oji, T., Dornbos, S.Q., Yada, K., Hasegawa, H., Gonchigdorj, S., Mochizuki, T., Takayanagi, H., Iryu, Y.","6603922836; 6602360305; 57201128461; 57201132692; 49261148700; 56108268300; 35187729400; 35519839900","Penetrative trace fossils from the late ediacaran of mongolia: Early onset of the agronomic revolution",2018,"Royal Society Open Science",5,"2", 172250,,,,2,10.1098/rsos.172250,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043503671&partnerID=40&md5=952977e4a97273b85f0e5cb545166bde",Article,Final,Open Access,Scopus,2-s2.0-85043503671
"Li, Y.-L., Xue, D.-X., Zhang, B.-D., Liu, J.-X.","55206283600; 56149989000; 56512582200; 36727848400","An optimized approach for local de novo assembly of overlapping paired-end RAD reads from multiple individuals",2018,"Royal Society Open Science",5,"2", 171589,,,,1,10.1098/rsos.171589,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043503491&partnerID=40&md5=1b6e9ba65f63e9743b1013e66b8c7cb0",Article,Final,Open Access,Scopus,2-s2.0-85043503491
"Suma, D., Acun, A., Zorlutuna, P., Vural, D.C.","56467973200; 56179230600; 14631465500; 6506728728","Interdependence theory of tissue failure: Bulk and boundary effects",2018,"Royal Society Open Science",5,"2", 171395,,,,,10.1098/rsos.171395,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043502265&partnerID=40&md5=6a1ab22860b46088969b1976dad934fc",Article,Final,Open Access,Scopus,2-s2.0-85043502265
"Aoki, M., Juang, J.-Y.","57201132084; 57190006351","Forming three-dimensional closed shapes from two-dimensional soft ribbons by controlled buckling",2018,"Royal Society Open Science",5,"2", 171962,,,,1,10.1098/rsos.171962,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043501779&partnerID=40&md5=e68e9299a4a0fcf7182e1b68c9bd2ef7",Article,Final,Open Access,Scopus,2-s2.0-85043501779
"Vraga, E., Myers, T., Kotcher, J., Beall, L., Maibach, E.","35369308400; 35337639000; 56659245500; 57195738850; 35902262500","Scientific risk communication about controversial issues influences public perceptions of scientists’ political orientations and credibility",2018,"Royal Society Open Science",5,"2", 170505,,,,,10.1098/rsos.170505,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043501339&partnerID=40&md5=c353e299f61cbdb2dea3b0b08d570e67",Article,Final,Open Access,Scopus,2-s2.0-85043501339
"Yang, B., Yang, T., Xu, Z., Liu, H., Shi, W., Yang, X.","57188587782; 7404656308; 7405429437; 25928004000; 7402664667; 57188584131","Numerical simulation of the free surface and water inflow of a slope, considering the nonlinear flow properties of gravel layers: A case study",2018,"Royal Society Open Science",5,"2", 172109,,,,4,10.1098/rsos.172109,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043500590&partnerID=40&md5=e90df1d246a06bebdfc5b765866f64dc",Article,Final,Open Access,Scopus,2-s2.0-85043500590
"Alsop, R.J., Himbert, S., Dhaliwal, A., Schmalzl, K., Rheinstädter, M.C.","55189785200; 57190856414; 57192838876; 22986260200; 6603439825","Aspirin locally disrupts the liquid-ordered phase",2018,"Royal Society Open Science",5,"2", 171710,,,,,10.1098/rsos.171710,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043500355&partnerID=40&md5=dabfecadc7c98baada719c1b0035027f",Article,Final,Open Access,Scopus,2-s2.0-85043500355
"Salih, H.","55661636500","Counterfactual quantum erasure: Spooky action without entanglement",2018,"Royal Society Open Science",5,"2", 171250,,,,,10.1098/rsos.171250,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043499435&partnerID=40&md5=e28fe84fad99cd7133a7e16e87fd16fa",Article,Final,Open Access,Scopus,2-s2.0-85043499435
"Eerola, T., Jakubowski, K., Moran, N., Keller, P.E., Clayton, M.","6602209042; 55763325500; 36005292000; 7202450257; 23666792600","Shared periodic performer movements coordinate interactions in duo improvisations",2018,"Royal Society Open Science",5,"2", 171520,,,,1,10.1098/rsos.171520,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043499277&partnerID=40&md5=4488326620aeb7aace8bcbacb6d19966",Article,Final,Open Access,Scopus,2-s2.0-85043499277
"Rajendran, J., Benjamin, C.","57201129771; 56269103600","Implementing parrondo’s paradox with two-coin quantum walks",2018,"Royal Society Open Science",5,"2", 171599,,,,3,10.1098/rsos.171599,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043499207&partnerID=40&md5=ee93ac5995023218a9f5931c620d3edf",Article,Final,Open Access,Scopus,2-s2.0-85043499207
"Zhang, Y.-P., Liu, H.-F., Hu, H.-L., Xie, R.-S., Ma, G.-H., Huo, J.-C., Wang, H.-B.","57195407060; 56166584500; 8708233700; 57202208768; 8217469300; 8543420800; 55894799400","Orientation-dependent structural and photocatalytic properties of lacoo <inf>3</inf> epitaxial nano-thin films",2018,"Royal Society Open Science",5,"2", 171376,,,,2,10.1098/rsos.171376,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043498727&partnerID=40&md5=9a12669bde30a47b7b91fe9a94847adb",Article,Final,Open Access,Scopus,2-s2.0-85043498727
"Liuzza, M.T., Lindholm, T., Hawley, C.B., Sendén, M.G., Ekström, I., Olsson, M.J., Olofsson, J.K.","39861663300; 35234222000; 57194711084; 55327389100; 57163540900; 35512724700; 8956456000","Body odour disgust sensitivity predicts authoritarian attitudes",2018,"Royal Society Open Science",5,"2", 171091,,,,7,10.1098/rsos.171091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043498719&partnerID=40&md5=7fe87344bb4f9f6832154f38a1f565f1",Article,Final,Open Access,Scopus,2-s2.0-85043498719
"Chisholm, R.H., Campbell, P.T., Wu, Y., Tong, S.Y.C., McVernon, J., Geard, N.","36599919300; 56547538700; 57202084354; 57202282229; 6701712603; 8669302300","Implications of asymptomatic carriers for infectious disease transmission and control",2018,"Royal Society Open Science",5,"2", 172341,,,,3,10.1098/rsos.172341,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043498117&partnerID=40&md5=7b1fd284ef9cb3c50286f6c67710580b",Article,Final,Open Access,Scopus,2-s2.0-85043498117
"Mairet, F.","35792398100","A biomolecular proportional integral controller based on feedback regulations of protein level and activity",2018,"Royal Society Open Science",5,"2", 171966,,,,1,10.1098/rsos.171966,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043497820&partnerID=40&md5=427a3fd4e45c8ffe4070de7af8f77ed8",Article,Final,Open Access,Scopus,2-s2.0-85043497820
"Newton, A.H., Spoutil, F., Prochazka, J., Black, J.R., Medlock, K., Paddle, R.N., Knitlova, M., Hipsley, C.A., Pask, A.J.","57194109894; 36502860700; 35833055400; 57201131470; 57201130852; 23044674400; 55969234200; 30467690100; 6603831918","Letting the ‘cat’ out of the bag: Pouch young development of the extinct tasmanian tiger revealed by X-ray computed tomography",2018,"Royal Society Open Science",5,"2", 171914,,,,,10.1098/rsos.171914,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043496771&partnerID=40&md5=f31f30ff987b4b84167c9152881ffb60",Article,Final,Open Access,Scopus,2-s2.0-85043496771
"Poret, A., Guziolowski, C.","56465028400; 23097433600","Therapeutic target discovery using boolean network attractors: Improvements of kali",2018,"Royal Society Open Science",5,"2", 171852,,,,1,10.1098/rsos.171852,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043496351&partnerID=40&md5=8bb40aa9f10a6e999295ecf2b14cae63",Article,Final,Open Access,Scopus,2-s2.0-85043496351
