Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Palmer, C.J., Caruana, N., Clifford, C.W.G., Seymour, K.J.","23973686700; 56251828400; 7101614245; 25824022600","Perceptual integration of head and eye cues to gaze direction in schizophrenia",2018,"Royal Society Open Science",5,"12", 180885,,,,4,10.1098/rsos.180885,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058790497&partnerID=40&md5=d5532b8647f3e0e40f79c7d54d81c1d2",Article,Final,Open Access,Scopus,2-s2.0-85058790497
"Chen, J., Peng, X., Song, L., Zhang, L., Liu, X., Luo, J.","57201117450; 57202467619; 57201094915; 57191032995; 36834235700; 56566997600","Facile synthesis of Al-doped NiO nanosheet arrays for high-performance supercapacitors",2018,"Royal Society Open Science",5,"11", 180842,,,,,10.1098/rsos.180842,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058423825&partnerID=40&md5=b9c078f46c2e5604129977909cb295d0",Article,Final,Open Access,Scopus,2-s2.0-85058423825
"Chunhui, L., Jin, T., Puli, Z., Bin, Z., Duo, B., Xuebin, L.","57205065221; 57200339502; 57205058200; 57200331315; 25931425900; 57200330467","Simultaneous removal of fluoride and arsenic in geothermal water in Tibet using modified yak dung biochar as an adsorbent",2018,"Royal Society Open Science",5,"11", 181266,,,,1,10.1098/rsos.181266,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058422844&partnerID=40&md5=caeb05c0642328072172b70060e63756",Article,Final,Open Access,Scopus,2-s2.0-85058422844
"Dvurecenska, K., Graham, S., Patelli, E., Patterson, E.A.","57205065160; 57205063182; 15742861600; 7201529664","A probabilistic metric for the validation of computational models",2018,"Royal Society Open Science",5,"11", 180687,,,,1,10.1098/rsos.180687,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058421786&partnerID=40&md5=abd7eec1d7b7e49bd3404423ac87e937",Article,Final,Open Access,Scopus,2-s2.0-85058421786
"Dong, B., Tang, B., Groenewold, J., Li, H., Zhou, R., Henzen, A.V., Zhou, G.","57201912975; 34769397100; 6603540203; 57201868347; 56401428600; 55978993100; 56433877200","Failure modes analysis of electrofluidic display under thermal ageing",2018,"Royal Society Open Science",5,"11", 181121,,,,,10.1098/rsos.181121,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058420592&partnerID=40&md5=2e09031ea5661d5dde3b5471e4efc0b5",Article,Final,Open Access,Scopus,2-s2.0-85058420592
"Ma, S., Luo, Z., Hu, S., Chen, D.","56294114200; 57195307565; 7404287452; 55819269900","Promoting information technology for the sustainable development of the phosphate fertilizer industry: A case study of Guizhou Province, China",2018,"Royal Society Open Science",5,"11", 181160,,,,,10.1098/rsos.181160,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058419484&partnerID=40&md5=b8a9849be13acc839296845d87913bf6",Article,Final,Open Access,Scopus,2-s2.0-85058419484
"Hare, D., Blossey, B., Reeve, H.K.","56577611400; 57206157572; 7005099456","Value of species and the evolution of conservation ethics",2018,"Royal Society Open Science",5,"11", 181038,,,,2,10.1098/rsos.181038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058419166&partnerID=40&md5=fd4d9862b65012f60dea39b1726e833d",Article,Final,Open Access,Scopus,2-s2.0-85058419166
"Fahmi, A.H., Samsuri, A.W., Jol, H., Singh, D.","57204791327; 25926024800; 42561297700; 57209912250","Bioavailability and leaching of Cd and Pb from contaminated soil amended with different sizes of biochar",2018,"Royal Society Open Science",5,"11", 181328,,,,2,10.1098/rsos.181328,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058418813&partnerID=40&md5=afe46bad9e2d576ac361fbf81aea44f2",Article,Final,Open Access,Scopus,2-s2.0-85058418813
"Mokkapati, V.R.S.S., Pandit, S., Kim, J., Martensson, A., Lovmar, M., Westerlund, F., Mijakovic, I.","26422466400; 35741731600; 57205060567; 22972453400; 6508342080; 6505916424; 8325215500","Bacterial response to graphene oxide and reduced graphene oxide integrated in agar plates",2018,"Royal Society Open Science",5,"11", 181083,,,,,10.1098/rsos.181083,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058417719&partnerID=40&md5=ce7a787993737512cef984efbcfbb920",Article,Final,Open Access,Scopus,2-s2.0-85058417719
"Prajapat, M.K., Ribeiro, A.S.","55368940800; 55881449800","Added value of autoregulation and multi-step kinetics of transcription initiation",2018,"Royal Society Open Science",5,"11", 181170,,,,,10.1098/rsos.181170,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058415001&partnerID=40&md5=c2f0f0942e9f7b2a9fb907bae9180c97",Article,Final,Open Access,Scopus,2-s2.0-85058415001
"Zhang, Q., You, Z., Miao, X.","57205059914; 57205057552; 7102585332","Variation of fatty acid desaturation in response to different nitrate levels in Auxenochlorella pyrenoidosa",2018,"Royal Society Open Science",5,"11", 181236,,,,1,10.1098/rsos.181236,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058413267&partnerID=40&md5=247da6ab6e0724306fb3bfbdd8e40d9c",Article,Final,Open Access,Scopus,2-s2.0-85058413267
"Corkeron, P., Hamilton, P., Bannister, J., Best, P., Charlton, C., Groch, K.R., Findlay, K., Rowntree, V., Vermeulen, E., Pace, R.M.","7003441609; 7201997799; 7102731400; 7102838107; 57201435600; 54419994600; 7005502164; 6603658286; 35119742600; 7103233047","The recovery of North Atlantic right whales, Eubalaena glacialis, has been constrained by human-caused mortality",2018,"Royal Society Open Science",5,"11", 180892,,,,4,10.1098/rsos.180892,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058412473&partnerID=40&md5=a99748562e81078f9c20e00b198890db",Article,Final,Open Access,Scopus,2-s2.0-85058412473
"Xia, J., Zhou, Z., Qian, L., Ungar, P.S.","56810110200; 35308475600; 7202181391; 7004160196","Comment on Van Casteren et al. (2018): Softer metallic spheres do abrade harder enamel",2018,"Royal Society Open Science",5,"11", 181376,,,,2,10.1098/rsos.181376,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058412375&partnerID=40&md5=769f7d3d504fa9775bb36ad5bca80f68",Note,Final,Open Access,Scopus,2-s2.0-85058412375
"Schlaphorst, D., Melekhova, E., Kendall, J.M., Blundy, J., Latchman, J.L.","57127242100; 14062616400; 7103130134; 7003751497; 6602526237","Probing layered arc crust in the Lesser Antilles using receiver functions",2018,"Royal Society Open Science",5,"11", 180764,,,,1,10.1098/rsos.180764,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058412231&partnerID=40&md5=26ff5f85bfbd4c9f9797dbb74306d43a",Article,Final,Open Access,Scopus,2-s2.0-85058412231
"Petrović, V.P., Simijonović, D., Milovanović, V.M., Petrović, Z.D.","57194546562; 24779764800; 57200805181; 7102549017","Acetophenone Mannich bases: Study of ionic liquid catalysed synthesis and antioxidative potential of products",2018,"Royal Society Open Science",5,"11", 181232,,,,1,10.1098/rsos.181232,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058407699&partnerID=40&md5=a066c4ca496179a37e03df70e95156a3",Article,Final,Open Access,Scopus,2-s2.0-85058407699
"Lind, J.","7102628012","What can associative learning do for planning?",2018,"Royal Society Open Science",5,"11", 180778,,,,2,10.1098/rsos.180778,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058404347&partnerID=40&md5=85f0b1e291d43ca71afc44a5add5b872",Article,Final,Open Access,Scopus,2-s2.0-85058404347
"Özbakır, Y., Jonáš, A., Kiraz, A., Erkey, C.","56487942400; 7102275205; 14219263600; 7004774963","A new type of microphotoreactor with integrated optofluidic waveguide based on solid-air nanoporous aerogels",2018,"Royal Society Open Science",5,"11", 180802,,,,,10.1098/rsos.180802,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058403479&partnerID=40&md5=073a97c091b49f41570e3eef2e5f128f",Article,Final,Open Access,Scopus,2-s2.0-85058403479
"Regnault, S., Pierce, S.E.","56001127000; 24729574100","Pectoral girdle and forelimb musculoskeletal function in the echidna (Tachyglossus aculeatus): Insights into mammalian locomotor evolution",2018,"Royal Society Open Science",5,"11", 181400,,,,,10.1098/rsos.181400,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058403125&partnerID=40&md5=50f3bad26ce6f10211cf4f154ddea227",Article,Final,Open Access,Scopus,2-s2.0-85058403125
"Chou, C.T.","55667012200","Detection of persistent signals and its relation to coherent feed-forward loops",2018,"Royal Society Open Science",5,"11", 181641,,,,2,10.1098/rsos.181641,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058400903&partnerID=40&md5=efaeabc76628e6f1a6ce354bd7c25806",Article,Final,Open Access,Scopus,2-s2.0-85058400903
"Sundaram, R.M., Sekiguchi, A., Sekiya, M., Yamada, T., Hata, K.","54414848100; 55359988300; 57205058264; 7405972490; 35496502300","Copper/carbon nanotube composites: Research trends and outlook",2018,"Royal Society Open Science",5,"11", 180814,,,,4,10.1098/rsos.180814,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058400699&partnerID=40&md5=7d2af34bbc976d16b02ea362378ae81d",Review,Final,Open Access,Scopus,2-s2.0-85058400699
"Buček, J., Zatloukal, M., Havlíček, L., Plíhalová, L., Pospíšil, T., Novák, O., Doležal, K., Strnad, M.","57193379688; 9840172600; 6603805792; 56090800300; 8615057200; 7003830735; 6701402519; 36789185000","Total synthesis of [<sup>15</sup>N]-labelled C6-substituted purines from [<sup>15</sup>N]-formamide—easy preparation of isotopically labelled cytokinins and derivatives",2018,"Royal Society Open Science",5,"11", 181322,,,,1,10.1098/rsos.181322,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058399839&partnerID=40&md5=ac7db742ccea68679ee6b3c5a460cbfc",Article,Final,Open Access,Scopus,2-s2.0-85058399839
"Jiang, J., Wang, S., Deng, H., Wu, H., Chen, J., Liao, J.","56896440600; 56801291000; 56597315100; 55683068600; 57196106911; 56297578000","Rapid and sensitive detection of uranyl ion with citrate-stabilized silver nanoparticles by the surface-enhanced Raman scattering technique",2018,"Royal Society Open Science",5,"11", 181099,,,,,10.1098/rsos.181099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058398309&partnerID=40&md5=f50c65d2860fb8c102e7ca081cbdd6ac",Article,Final,Open Access,Scopus,2-s2.0-85058398309
"Almulaiky, Y.Q., Aqlan, F.M., Aldhahri, M., Baeshen, M., Khan, T.J., Khan, K.A., Afifi, M., AL-Farga, A., Warsi, M.K., Alkhaled, M., Alayafi, A.A.M.","56094716400; 37014421100; 56554236700; 55896863800; 57195417579; 35848670700; 55161018200; 56719770900; 57201985250; 57197760445; 56191934700","A-Amylase immobilization on amidoximated acrylic microfibres activated by cyanuric chloride",2018,"Royal Society Open Science",5,"11", 172164,,,,1,10.1098/rsos.172164,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058395763&partnerID=40&md5=3e7c74ac78f718f4bcaf14f2e60441c8",Article,Final,Open Access,Scopus,2-s2.0-85058395763
"Samuel, S., Legg, E.W., Lurz, R., Clayton, N.S.","57114462800; 56066418100; 57207585373; 7005846043","The unreliability of egocentric bias across self – other and memory – belief distinctions in the Sandbox Task",2018,"Royal Society Open Science",5,"11", 181355,,,,,10.1098/rsos.181355,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058395399&partnerID=40&md5=5b195b7e0c1c69824dea7402392bbc16",Article,Final,Open Access,Scopus,2-s2.0-85058395399
"Wang, S., Deng, Y., Li, Y.","57203788561; 55240302200; 57207041413","Improving short-term information spreading efficiency in scale-free networks by specifying top large-degree vertices as the initial spreaders",2018,"Royal Society Open Science",5,"11", 181137,,,,4,10.1098/rsos.181137,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058392460&partnerID=40&md5=a2d71586fb9b70c12b05e13c3b3ee473",Article,Final,Open Access,Scopus,2-s2.0-85058392460
"Singh, A., Giri, K.","57205057691; 8235274900","Effect of arsenate substitution on phosphate repository of cell: A computational study",2018,"Royal Society Open Science",5,"11", 181565,,,,,10.1098/rsos.181565,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058389936&partnerID=40&md5=9a07ac0369c9a923141cfe79e86d65a0",Article,Final,Open Access,Scopus,2-s2.0-85058389936
"Koda, H., Kunieda, T., Nishimura, T.","17343866400; 57205064655; 36842335400","From hand to mouth: Monkeys require greater effort in motor preparation for voluntary control of vocalization than for manual actions",2018,"Royal Society Open Science",5,"11", 180879,,,,,10.1098/rsos.180879,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058389497&partnerID=40&md5=ab5dc3daa8f2c7f95811c924537f06a8",Article,Final,Open Access,Scopus,2-s2.0-85058389497
"Diaz, C., Tanikawa, A., Miyashita, T., Amarpuri, G., Jain, D., Dhinojwala, A., Blackledge, T.A.","55976676900; 7006321153; 7201920714; 56554239900; 56100170400; 7003311252; 6701406157","Supersaturation with water explains the unusual adhesion of aggregate glue in the webs of the moth-specialist spider, Cyrtarachne akirai",2018,"Royal Society Open Science",5,"11", 181296,,,,1,10.1098/rsos.181296,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058387002&partnerID=40&md5=c72dc2b671404162cb96acedb5b69144",Article,Final,Open Access,Scopus,2-s2.0-85058387002
"Shanafelt, D.W., Loreau, M.","55849284900; 7005901496","Stability trophic cascades in food chains",2018,"Royal Society Open Science",5,"11", 180995,,,,1,10.1098/rsos.180995,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058386852&partnerID=40&md5=40b0ab8127b5fb3cf504978532709d4e",Article,Final,Open Access,Scopus,2-s2.0-85058386852
"Peloquin, J.M., Santare, M.H., Elliott, D.M.","55190891400; 7003339419; 57203105572","Short cracks in knee meniscus tissue cause strain concentrations, but do not reduce ultimate stress, in single-cycle uniaxial tension",2018,"Royal Society Open Science",5,"11", 181166,,,,1,10.1098/rsos.181166,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058386445&partnerID=40&md5=a0f2ddbdede4c64dc39518216e1e31e5",Article,Final,Open Access,Scopus,2-s2.0-85058386445
"Peng, L., Li, J., Peng, S., Yi, C., Jiang, F.","57201349557; 56435668800; 56435065300; 51162130200; 57205064048","The crystal-form transition behaviours and morphology changes in a polyamide 6 cyclic dimer",2018,"Royal Society Open Science",5,"11", 180957,,,,1,10.1098/rsos.180957,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058385956&partnerID=40&md5=e0b79ce99635f9e816b4a8ad4466a1d2",Article,Final,Open Access,Scopus,2-s2.0-85058385956
"Rekdahl, M.L., Garland, E.C., Carvajal, G.A., King, C.D., Collins, T., Razafindrakoto, Y., Rosenbaum, H.","37109948500; 37077030900; 57205063193; 57205056860; 12807662100; 10042040500; 35556623900","Culturally transmitted song exchange between humpback whales (Megaptera novaeangliae) in the southeast Atlantic and southwest Indian Ocean basins",2018,"Royal Society Open Science",5,"11", 172305,,,,1,10.1098/rsos.172305,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058385301&partnerID=40&md5=f1ff0b396fc0b2d5bf092da6a6f81661",Article,Final,Open Access,Scopus,2-s2.0-85058385301
"Van Opheusden, J.H.J., Molenaar, J.","6603640104; 57193481970","Algorithm for a particle-based growth model for plant tissues",2018,"Royal Society Open Science",5,"11", 181127,,,,,10.1098/rsos.181127,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058385221&partnerID=40&md5=5832a6517db19d87593b837b3e52e6da",Article,Final,Open Access,Scopus,2-s2.0-85058385221
"Chen, C., Cai, L., Shangguan, X., Li, L., Hong, Y., Wu, G.","57193676362; 57190689239; 15726517500; 57116620400; 37022359700; 55573049600","Heterogeneous and efficient transesterification of Jatropha curcas L. seed oil to produce biodiesel catalysed by nano-sized SO <inf>4</inf><sup>22</sup> /TiO <inf>2</inf>",2018,"Royal Society Open Science",5,"11", 181331,,,,1,10.1098/rsos.181331,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058385180&partnerID=40&md5=5b40bf629969d61146a2d89096059ca0",Article,Final,Open Access,Scopus,2-s2.0-85058385180
"Pham, K.G., Suslov, S.A.","57205058241; 7004609117","On the definition of Landau constants in amplitude equations away from a critical point",2018,"Royal Society Open Science",5,"11", 180746,,,,1,10.1098/rsos.180746,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058382337&partnerID=40&md5=d4ab1e001c21189398bc196407718cf8",Article,Final,Open Access,Scopus,2-s2.0-85058382337
"Cui, X., Yang, C., Serrano, J.R., Shi, M.","57199951361; 23975264600; 7202711153; 57205055484","A performance degradation evaluation method for a turbocharger in a diesel engine",2018,"Royal Society Open Science",5,"11", 181093,,,,1,10.1098/rsos.181093,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058378972&partnerID=40&md5=e38f1ccc7fe56338bfc4965d1f4a6677",Article,Final,Open Access,Scopus,2-s2.0-85058378972
"Li, Y., Guo, M., Lin, Z., Zhao, M., Xia, Y., Wang, C., Xu, T., Zhu, B.","36992285700; 56844310900; 57188843118; 57188835190; 57195032353; 55754762000; 57188838352; 57188836168","Multifunctional selenium nanoparticles with Galangin-induced HepG2 cell apoptosis through p38 and AKT signalling pathway",2018,"Royal Society Open Science",5,"11", 180509,,,,1,10.1098/rsos.180509,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058375892&partnerID=40&md5=0087821f9ccee108b32596ebdcb4a7c5",Article,Final,Open Access,Scopus,2-s2.0-85058375892
"Singh, P.","57199272034","Novel Fourier quadrature transforms and analytic signal representations for nonlinear and non-stationary time-series analysis",2018,"Royal Society Open Science",5,"11", 181131,,,,2,10.1098/rsos.181131,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058374271&partnerID=40&md5=c826c246bf0c2efd53e4c45fa3fb565c",Article,Final,Open Access,Scopus,2-s2.0-85058374271
"Reader, A.T., Holmes, N.P.","55519917400; 15127233800","Correction to: The left ventral premotor cortex is involved in hand shaping for intransitive gestures: Evidence from a two-person imitation experiment (Royal Society Open Science (2018) 5 (181356) DOI: 10.1098/rsos.181356)",2018,"Royal Society Open Science",5,"11", 181855,,,,,10.1098/rsos.181855,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058373799&partnerID=40&md5=0feb9795f0206d445c06f8096d17e3ff",Erratum,Final,Open Access,Scopus,2-s2.0-85058373799
